,active_from,active_to,birth_year,birth_date,Height_in_feet,college,height,player_name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,Years_played,Draft_age,WinShare/48,WingSpan,Standing_vert,Max_vertical,Agility,Sprint,Draft_Pick
3539,2016,2018,1996,2/23/1996,6.5,Ohio State University,6.5.2020,D'Angelo Russell,G,195,5.4,0.346,1.9,0.48,0.409,5.3,13,0.754,2,2.7,189,14.5,6.6,0.411,2.7,14.7,0.449,6.6,0.756,4.5,3.4,35,19.3,2,20,-0.007,81.75,102,0,0,0,2
3074,2012,2014,1990,8/6/1990,6.1,University of Kentucky,6.10.2020,Daniel Orton,C-F,255,0,0,0,0.485,0.485,1,2,0.597,0.8,1.4,51,2.8,0.1,0,0,2.4,0.527,1.3,0.524,1.7,0.9,38,3.4,2,22,0.129,88.25,110.5,141,12.32,3.39,29
1195,2015,2018,1995,7/13/1995,6.6,,6.6.2020,Dante Exum,G,190,2.7,0.308,0.8,0.474,0.396,2.1,5.3,0.754,0.6,0.8,160,5.7,,,,,,,,,,,,3,20,-0.003,81.5,103,137.5,10.75,3.19,5
1793,2012,2012,1987,9/29/1987,6.7,University of New Mexico,6.7.2020,Darington Hobson,G,210,1.2,0,0,0.154,0.154,0.4,2.6,,0,0,5,0.8,3.1,0.361,1.1,12.5,0.44,5.5,0.653,5.7,3.7,35,15.9,0,25,-0.225,81.25,104.5,138.5,11.68,3.25,37
2062,2013,2014,1989,9/28/1989,6.2,Marquette University,6.2.2020,Darius Johnson-Odom,G,215,0.6,0,0,0,0,0,1.6,0,0,0.3,7,0,5.2,0.403,2.1,12,0.444,5.3,0.722,4.1,3,105,15.7,1,24,-0.439,79,96,137.5,10.76,3.21,55
2768,2013,2018,1990,3/21/1990,6.8,University of Kentucky,6.8.2020,Darius Miller,F,235,2.7,0.395,1.1,0.562,0.435,1.8,4.2,0.858,0.5,0.6,182,5.2,3,0.379,1.2,6.5,0.448,2.9,0.815,1.5,1.2,152,8.2,5,23,0.034,81,101,138,11.34,3.31,46
2848,2012,2015,1991,1/3/1991,6.4,University of Michigan,6.4.2020,Darius Morris,G,190,1.1,0.322,0.4,0.439,0.384,1.3,3.3,0.63,0.4,0.6,132,3.3,1.5,0.223,0.3,8,0.469,3.8,0.695,2.9,2,67,9.9,3,21,-0.045,79.5,102,134,11,3.2,41
1785,2016,2018,1993,4/13/1993,6.6,Villanova University,6.6.2020,Darrun Hilliard,G,205,1.1,0.304,0.3,0.433,0.377,1.1,3,0.747,0.6,0.8,91,3.2,4.3,0.367,1.6,8.5,0.436,3.7,0.748,3.2,2.4,132,11.4,2,23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3884,2015,2018,1991,6/24/1991,5.11,Gonzaga University,5.11.2020,David Stockton,G,165,0.8,0.6,0.5,0.611,0.444,0.7,1.5,0.7,1.2,1.7,6,3,1.7,0.306,0.5,3.8,0.424,1.6,0.7,1.5,1.1,138,4.8,3,24,-0.014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4273,2015,2015,1990,9/21/1990,6.1,"University of North Carolina, University of California, Los Angeles",6.10.2020,David Wear,F,230,0.5,0,0,0,0,0,1,,0,0,2,0,1.1,0.423,0.5,5.8,0.473,2.7,0.736,1.3,0.9,130,6.8,0,25,-0.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2417,2012,2018,1988,3/31/1988,6.6,University of Kentucky,6.6.2020,DeAndre Liggins,G,209,0.7,0.352,0.2,0.472,0.404,0.7,1.8,0.549,0.3,0.5,175,2,1.9,0.332,0.6,4.8,0.407,1.9,0.643,2,1.3,100,5.8,6,24,0,83,103.5,134.5,0,3.33,53
4523,2016,2018,1992,4/26/1992,6.5,University of Utah,6.5.2020,Delon Wright,G,183,1.6,0.366,0.6,0.514,0.457,2.3,5.1,0.795,1.3,1.7,121,6.6,1.9,0.299,0.6,9.3,0.535,5,0.814,5.5,4.5,68,15,2,24,-0.644,79.5,101.5,132.5,11.21,3.29,20
1839,2012,2012,1988,2/5/1988,6.9,North Carolina State University,6.9.2020,Dennis Horner,F,230,0.1,0,0,0.25,0.25,0.1,0.5,0.75,0.4,0.5,8,0.6,1.9,0.358,0.7,4.9,0.468,2.3,0.781,2,1.5,128,6.8,0,24,-0.012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3611,2014,2018,1993,9/15/1993,6.1,,6.1.2020,Dennis Schroder,G,172,2.8,0.32,0.9,0.473,0.434,4.9,11.3,0.827,2.2,2.6,352,12.9,,,,,,,,,,,,4,21,-0.054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2082,2013,2013,1990,6/20/1990,6.8,University of Miami,6.8.2020,DeQuan Jones,F,221,0.6,0.257,0.1,0.456,0.436,1.5,3.5,0.667,0.5,0.8,63,3.7,0.5,0.169,0.1,4.1,0.44,1.8,0.632,1.4,0.9,111,4.6,0,23,0.007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
583,2012,2012,1984,4/25/1984,6.7,"University of Virginia, Vanderbilt University",6.7.2020,Derrick Byars,F,220,3,0,0,0.273,0.273,1.5,5.5,1,2,2,2,5,4,0.397,1.6,8.5,0.463,3.9,0.698,2.2,1.5,126,11,0,28,0.147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4392,2012,2018,1991,5/25/1991,6.8,University of Arizona,6.8.2020,Derrick Williams,F,240,2,0.3,0.6,0.475,0.434,3.1,7.2,0.71,2.1,3,428,8.9,1.3,0.511,0.7,9.6,0.586,5.6,0.719,8.2,5.9,69,17.8,6,21,0.059,85.5,108,142.5,11.03,3.23,2
380,2016,2018,1996,10/30/1996,6.6,University of Kentucky,6.6.2020,Devin Booker,G,206,5.2,0.365,1.9,0.485,0.426,6.9,16.1,0.849,4.2,4.9,208,19.8,3.7,0.411,1.5,7.6,0.47,3.6,0.828,1.7,1.4,38,10,2,20,0.127,80.25,102.5,137,10.22,3.28,13
2541,2015,2016,1992,9/21/1992,6.6,University of Iowa,6.6.2020,Devyn Marble,G-F,200,1.2,0.222,0.3,0.357,0.304,0.8,2.6,0.375,0.3,0.9,44,2.2,2.9,0.338,1,10,0.415,4.1,0.726,4.4,3.2,136,12.5,1,23,-0.031,81,102,137,11.32,3.28,56
958,2014,2018,1989,8/12/1989,7.1,University of Southern California,7.1.2000,Dewayne Dedmon,C,245,0.5,0.355,0.2,0.574,0.552,2.2,4,0.692,0.8,1.2,285,5.5,0.1,0,0,5.8,0.52,3,0.614,1.7,1.1,51,7.1,4,25,0.096,88,109,141.5,12.75,3.4,0
1377,2013,2014,1988,11/3/1988,6.4,Iowa State University,6.4.2020,Diante Garrett,G,190,1.2,0.351,0.4,0.435,0.373,1.3,3.5,0.682,0.2,0.2,90,3.2,2.6,0.297,0.8,9.7,0.407,3.9,0.729,2.7,2,128,10.7,1,25,-0.073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4197,2013,2018,1991,12/10/1991,6.4,Syracuse University,6.4.2020,Dion Waiters,G,225,3.6,0.341,1.2,0.462,0.412,5.1,12.4,0.701,1.9,2.7,365,13.3,2.8,0.348,1,7.7,0.453,3.5,0.753,2.3,1.8,71,9.7,5,22,0.026,79.25,98,0,0,0,4
703,2014,2014,1986,9/15/1986,6.5,Temple University,6.5.2020,Dionte Christmas,G,205,1,0.29,0.3,0.427,0.355,0.7,2,0.75,0.6,0.8,31,2.3,6.8,0.36,2.5,11.8,0.426,5,0.778,4.2,3.2,130,15.7,0,28,0.083,81,102.5,136,10.83,3.21,0
3741,2012,2016,1988,1/15/1988,6.3,Texas A&M University,6.3.2020,Donald Sloan,G,205,1.4,0.31,0.4,0.454,0.409,2.1,5,0.754,0.9,1.2,218,5.5,2.5,0.336,0.8,8.8,0.428,3.8,0.732,3.6,2.7,138,11,4,24,-0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2868,2013,2017,1990,9/20/1990,7.1,,7.1.2000,Donatas Motiejunas,F-C,222,1.6,0.3,0.5,0.508,0.469,2.9,6.3,0.6,1,1.7,248,7.4,,,,,,,,,,,,4,23,0.061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2317,2013,2014,1991,11/6/1991,6.4,University of Kentucky,6.4.2020,Doron Lamb,G,210,1.3,0.394,0.5,0.458,0.381,1.2,3.2,0.7,0.5,0.7,100,3.5,3.9,0.475,1.8,8.9,0.485,4.3,0.811,3.2,2.6,78,13.1,1,22,0.01,78.75,98.5,132,11.12,3.41,42
2649,2015,2018,1992,1/3/1992,6.8,Creighton University,6.8.2020,Doug McDermott,F,225,2.7,0.403,1.1,0.535,0.452,3,6.7,0.822,0.8,1,264,7.9,4.1,0.458,1.9,14.3,0.55,7.9,0.831,4.9,4.1,145,21.7,3,23,-0.005,81.25,103,139.5,11.1,3.29,11
1507,2013,2018,1990,3/4/1990,6.7,Michigan State University,6.7.2020,Draymond Green,F,230,2.9,0.328,0.9,0.5,0.438,3.4,7.6,0.707,1.7,2.3,466,9.3,1.7,0.361,0.6,8,0.467,3.7,0.687,3.4,2.3,145,10.5,5,23,0.028,85.25,105,138,11.01,3.4,35
1456,2015,2015,1990,7/12/1990,6.9,"University of California, Los Angeles, University of New Mexico",6.9.2020,Drew Gordon,F,245,0.3,0,0,0.421,0.421,0.9,2.1,0.5,0.1,0.2,9,1.9,0,0.5,0,7.4,0.541,4,0.69,2.7,1.9,101,10,0,25,-0.093,83.5,103.5,137.5,11.35,3.49,0
1074,2016,2016,1991,12/4/1991,6.9,University of Wisconsin,6.9.2020,Duje Dukan,F,220,5,0.4,2,0.3,0.2,2,10,,0,0,1,6,1.4,0.328,0.5,2.6,0.427,1.1,0.656,0.7,0.4,97,3.1,0,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
582,2014,2018,1989,3/6/1989,6.3,Marquette University,6.3.2020,Dwight Buycks,G,190,1.5,0.37,0.6,0.449,0.402,2.3,5.8,0.883,1.1,1.2,49,6.3,2.2,0.36,0.8,6.4,0.443,2.9,0.687,1.7,1.2,68,7.7,4,25,-0.009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3267,2015,2018,1991,7/20/1991,6.11,Stanford University,6.11.2020,Dwight Powell,F-C,240,0.7,0.293,0.2,0.558,0.535,2.5,4.6,0.737,1.5,2,253,6.6,0.8,0.289,0.2,8.2,0.464,3.8,0.722,4.1,3,136,10.8,3,24,0.121,84.5,105,140,11.28,3.2,45
4122,2012,2012,1986,11/26/1986,6.6,Siena College,6.6.2020,Edwin Ubiles,G,204,1.3,0.2,0.3,0.306,0.278,1.3,4.5,1,0.8,0.8,4,3.5,2.2,0.353,0.8,12.1,0.497,6,0.672,3,2,131,14.8,0,26,-0.026,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3953,2016,2017,1992,3/22/1992,7.3,,7.3.2020,Edy Tavares,C,260,0,,0,0.625,0.625,1.2,1.8,0.273,0.2,0.8,13,2.5,,,,,,,,,,,,1,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3163,2015,2018,1994,2/22/1994,6.4,University of Louisiana at Lafayette,6.4.2020,Elfrid Payton,G,185,1.2,0.298,0.4,0.475,0.457,4.6,10.1,0.619,1.6,2.6,300,11.2,1.1,0.268,0.3,10.3,0.485,5,0.611,6.5,3.9,100,14.3,3,21,0.044,80,98.5,134,11.06,3.23,10
1660,2014,2014,1989,7/6/1989,6.8,Gonzaga University,6.8.2020,Elias Harris,F,239,0,,0,0,0,0,0.5,,0,0,2,0,1.6,0.356,0.6,9.5,0.517,4.9,0.723,4.6,3.3,135,13.8,0,25,0.018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2784,2015,2017,1987,8/12/1987,6.6,"University of Louisiana at Lafayette, University of Alabama at Birmingham",6.6.2020,Elijah Millsap,G-F,225,1.5,0.279,0.4,0.379,0.327,1.3,4.1,0.679,1,1.5,69,4.2,2,0.291,0.6,10.6,0.422,4.4,0.629,5.3,3.3,87,12.8,2,28,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4395,2012,2016,1989,6/20/1989,6.5,"Duke University, University of Memphis",6.5.2020,Elliot Williams,G,190,1.6,0.31,0.5,0.48,0.421,1.8,4.2,0.669,0.9,1.3,109,4.9,2.9,0.345,1,7.6,0.454,3.4,0.719,4.4,3.2,68,11.1,4,23,0.105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2876,2016,2018,1996,3/5/1996,6.5,,6.5.2020,Emmanuel Mudiay,G,200,3,0.317,0.9,0.419,0.374,4,10.6,0.731,2,2.7,187,10.8,,,,,,,,,,,,2,20,-0.109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2146,2012,2018,1992,5/20/1992,6.11,,6.11.2020,Enes Kanter,C,245,0.2,0.294,0.1,0.543,0.539,4.8,8.8,0.779,2.1,2.7,516,11.7,,,,,,,,,,,,6,20,0.095,85.5,109.5,142,11.3,3.26,3
947,2012,2012,1984,7/7/1984,6.9,Midwestern State University,6.9.2020,Eric Dawson,F,250,0,,0,0.583,0.583,1.8,3,0.5,0.3,0.5,4,3.8,,,,,,,,,,,,0,28,0.106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2841,2015,2018,1991,12/24/1991,6.1,Oregon State University,6.10.2020,Eric Moreland,F-C,238,0,,0,0.514,0.514,0.8,1.5,0.4,0.2,0.4,76,1.7,0.3,0.333,0.1,5,0.535,2.7,0.531,3.3,1.8,89,7.2,3,24,0.431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1508,2015,2016,1991,5/9/1991,6.4,Virginia Polytechnic Institute and State University,6.4.2020,Erick Green,G,185,1,0.288,0.3,0.42,0.377,1.3,3.4,0.857,0.2,0.3,52,3.1,3.2,0.338,1.1,10.5,0.437,4.6,0.804,4,3.2,129,13.5,1,24,0,77.75,98,0,0,0,46
2893,2014,2014,1990,10/26/1990,6.1,University of Florida,6.10.2020,Erik Murphy,F,230,0.1,0,0,0.231,0.231,0.1,0.5,,0,0,24,0.3,2.4,0.435,1.1,5.7,0.514,2.9,0.757,1.1,0.8,136,7.7,0,24,-0.055,82.5,108,137.5,12.19,3.57,49
2830,2012,2018,1989,2/28/1989,6.4,Purdue University,6.4.2020,E'Twaun Moore,G,191,2.3,0.385,0.9,0.518,0.454,3.1,6.8,0.736,0.5,0.7,460,7.6,4.6,0.38,1.7,12.7,0.44,5.6,0.729,3.3,2.4,140,15.3,6,23,0.031,81.5,99.5,134,11.12,3.31,55
1294,2013,2018,1992,10/29/1992,6.7,,6.7.2020,Evan Fournier,G-F,205,4.3,0.379,1.6,0.525,0.448,4.7,10.5,0.804,2.1,2.7,376,13.1,,,,,,,,,,,,5,21,0.115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2730,2013,2013,1990,6/20/1990,7.1,Syracuse University,7.1.2000,Fab Melo,C,255,0,,0,0.5,0.5,0.5,1,0.25,0.2,0.7,6,1.2,0,,0,3.6,0.576,2.1,0.553,1.3,0.7,63,4.9,0,23,0.021,86.5,110,141,12.14,3.44,22
1197,2013,2016,1989,10/21/1989,6.11,Vanderbilt University,6.11.2020,Festus Ezeli,C,255,0,,0,0.513,0.513,1.6,3.2,0.557,1,1.7,170,4.2,0,,0,4.9,0.562,2.7,0.584,3.9,2.3,121,7.7,3,24,0.066,89.75,108,141.5,12.35,3.29,30
2145,2016,2018,1993,4/4/1993,7.1,University of Wisconsin,7.1.2000,Frank Kaminsky,F-C,242,3.5,0.347,1.2,0.481,0.411,3.6,8.7,0.765,1.6,2.1,234,10,1.9,0.369,0.7,7,0.522,3.7,0.763,2.7,2.1,144,10.1,2,23,0.166,83,109.5,0,0,0,9
38,2015,2015,1991,8/9/1991,6.1,,6.10.2020,Furkan Aldemir,F-C,240,0.1,0,0,0.513,0.513,1,1.9,0.481,0.3,0.7,41,2.3,,,,,,,,,,,,0,24,0.122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2727,2014,2015,1988,3/4/1988,6.3,Wichita State University,6.3.2020,Gal Mekel,G,191,0.7,0.217,0.1,0.335,0.311,0.9,3,0.667,0.2,0.3,35,2.3,2.7,0.306,0.8,5.7,0.379,2.2,0.809,1.9,1.5,62,6.7,1,26,-0.073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1661,2015,2018,1994,9/14/1994,6.4,Michigan State University,6.4.2020,Gary Harris,G,210,4.1,0.372,1.5,0.547,0.469,4.7,9.9,0.802,1.5,1.9,253,12.3,5.6,0.376,2.1,11.4,0.44,5,0.788,3.5,2.7,69,14.9,3,21,-0.046,78.75,96,0,0,0,19
105,2014,2018,1994,12/6/1994,6.11,,6.11.2020,Giannis Antetokounmpo,F-G,222,1.5,0.285,0.4,0.524,0.507,6.3,12.4,0.746,4.2,5.6,392,17.2,,,,,,,,,,,,4,20,0.031,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3391,2014,2015,1991,1/1/1991,6.6,Georgia Institute of Technology,6.6.2020,Glen Rice,G,206,1.5,0.25,0.4,0.327,0.269,0.9,3.3,0.692,0.6,0.8,16,2.7,3.3,0.346,1.1,8.4,0.435,3.6,0.611,2.4,1.5,87,9.9,1,23,0.029,81.25,101.5,142,10.99,3.25,35
3452,2015,2018,1994,1/8/1994,6.6,University of Michigan,6.6.2020,Glenn Robinson,G-F,222,1.2,0.374,0.5,0.507,0.444,1.6,3.7,0.707,0.6,0.9,171,4.4,2.4,0.313,0.7,8.8,0.525,4.6,0.718,2.9,2.1,76,12,3,21,0.053,82,100.5,142,11.22,3.15,40
1001,2014,2018,1990,1/18/1990,6.11,University of Louisville,6.11.2020,Gorgui Dieng,C,241,0.3,0.317,0.1,0.514,0.506,3.2,6.3,0.785,1.8,2.3,374,8.3,0,0.333,0,6.1,0.545,3.3,0.64,2.7,1.7,102,8.3,4,24,0.129,87.5,111.5,0,0,0,21
1991,2015,2015,1993,7/8/1993,6.1,University of Arizona,6.10.2020,Grant Jerrett,F,235,1.9,0.067,0.1,0.288,0.269,0.9,3.3,1,0.1,0.1,8,2,2.3,0.405,0.9,4.5,0.409,1.9,0.818,0.6,0.5,34,5.2,0,22,0.108,86,109,143,11.85,3.51,40
3772,2012,2016,1991,1/8/1991,6.1,"California State University, Fresno",6.10.2020,Greg Smith,C,250,0,0,0,0.617,0.617,1.6,2.6,0.576,0.7,1.3,149,4,0,0,0,7.8,0.575,4.5,0.564,4.7,2.7,64,11.6,4,21,0.165,86.5,106.5,142.5,12.43,3.36,0
3878,2012,2015,1985,9/26/1985,6.11,University of Wisconsin,6.11.2020,Greg Stiemsma,C,260,0,0,0,0.509,0.509,1.3,2.6,0.705,0.5,0.7,203,3.2,0,0,0,2,0.545,1.1,0.759,0.6,0.5,95,2.7,3,27,0.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
155,2012,2014,1985,4/1/1985,6.1,,6.10.2020,Gustavo Ayon,C,250,0,0,0,0.536,0.536,2.1,3.9,0.504,0.5,1,135,4.7,,,,,,,,,,,,2,27,0.142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
200,2013,2018,1992,5/30/1992,6.8,University of North Carolina,6.8.2020,Harrison Barnes,F,210,2.8,0.367,1,0.499,0.451,5,11,0.789,2.1,2.7,463,13.1,4.4,0.349,1.5,13.6,0.43,5.8,0.734,4.3,3.1,75,16.3,5,21,0.065,83.25,101.5,141,10.93,3.16,7
3721,2013,2016,1990,3/27/1990,6.1,Georgetown University,6.10.2020,Henry Sims,C,248,0.2,0.174,0,0.473,0.471,3,6.3,0.767,1.6,2.1,135,7.6,0.1,0.118,0,3.7,0.479,1.8,0.654,2,1.3,121,4.9,3,23,0.061,88,108,137.5,12.33,3.44,0
4024,2014,2017,1991,4/3/1991,6.8,Georgetown University,6.8.2020,Hollis Thompson,G-F,206,3.6,0.386,1.4,0.514,0.413,2.8,6.8,0.707,0.8,1.1,265,7.7,2.9,0.44,1.3,6.5,0.478,3.1,0.676,1.7,1.2,99,8.7,3,23,0.055,81.5,102.5,139,11.72,3.38,0
712,2014,2018,1991,3/7/1991,6.3,Belmont University,6.3.2020,Ian Clark,G,175,1.8,0.344,0.6,0.521,0.452,2.1,4.6,0.784,0.5,0.6,268,5.3,6,0.425,2.6,10.6,0.484,5.1,0.81,2,1.6,133,14.4,4,23,-0.025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3688,2012,2018,1990,6/26/1990,6.5,Georgia Institute of Technology,6.5.2020,Iman Shumpert,G,220,3,0.338,1,0.47,0.396,2.7,6.8,0.763,0.9,1.2,384,7.3,4,0.305,1.2,10.6,0.396,4.2,0.738,4.1,3.1,92,12.7,6,22,0.068,81.5,99.5,141.5,11.1,3.18,17
613,2014,2018,1991,5/21/1991,6.1,Murray State University,6.1.2000,Isaiah Canaan,G,201,4.6,0.351,1.6,0.48,0.369,2.7,7.3,0.839,1.4,1.7,205,8.4,5.5,0.419,2.3,10.7,0.45,4.8,0.803,4.5,3.6,132,15.5,4,23,0.031,76.5,94.5,135,10.98,3.22,34
4000,2012,2018,1989,2/7/1989,5.9,University of Washington,5.9.2020,Isaiah Thomas,G,185,5.4,0.361,1.9,0.509,0.439,6.1,13.9,0.877,4.7,5.4,473,18.9,4.8,0.325,1.6,12.4,0.426,5.3,0.713,6,4.3,105,16.4,6,23,0.124,73.75,91.5,131.5,10.49,3.14,60
2029,2012,2013,1984,4/10/1984,6.8,University of Oregon,6.8.2020,Ivan Johnson,F,230,0.2,0.158,0,0.519,0.517,2.6,5,0.662,1.2,1.8,125,6.5,0.1,0,0,5.9,0.5,2.9,0.634,2.5,1.6,28,7.5,1,28,0.113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3017,2016,2016,1992,4/8/1992,6.7,San Diego State University,6.7.2020,J.J. O'Brien,F,228,0,,0,0,0,0,0.5,,0,0,2,0,,,,,,,,,,,,0,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
497,2015,2015,1992,12/18/1992,6.4,"University of Oregon, University of Missouri",6.4.2020,Jabari Brown,G,215,3.3,0.371,1.2,0.479,0.412,3.7,8.9,0.753,3.4,4.5,19,11.9,5.7,0.386,2.2,11.2,0.441,5,0.782,6.2,4.9,62,17,0,23,0.033,80.25,100,132,11.6,3.5,0
3122,2015,2018,1995,3/15/1995,6.8,Duke University,6.8.2020,Jabari Parker,F,250,1.7,0.349,0.6,0.512,0.489,6.2,12.6,0.747,2.3,3.1,181,15.2,3,0.358,1.1,14.3,0.473,6.7,0.748,6.1,4.6,35,19.1,3,20,0.088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
789,2015,2018,1991,4/4/1991,6.9,University of Notre Dame,6.9.2020,Jack Cooley,F-C,260,0,,0,0.476,0.476,1,2,0.5,0.6,1.2,21,2.5,0,0.5,0,5.3,0.601,3.2,0.663,2.8,1.9,123,8.3,3,24,0.092,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
849,2013,2018,1990,7/6/1990,6.6,Marquette University,6.6.2020,Jae Crowder,F,235,3.6,0.342,1.2,0.512,0.43,3.2,7.4,0.79,1.5,1.9,461,9,4.1,0.35,1.4,10.6,0.492,5.2,0.683,4,2.7,72,14.6,5,23,0.055,81.25,99.5,134,11.45,3.37,34
3051,2016,2018,1995,12/15/1995,6.11,Duke University,6.11.2020,Jahlil Okafor,C-F,275,0.1,0.2,0,0.516,0.515,5.5,10.6,0.682,2,2.9,131,12.9,0,,0,11.1,0.664,7.3,0.51,5.1,2.6,38,17.3,2,21,0.026,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2030,2012,2012,1989,2/8/1989,6.1,Purdue University,6.10.2020,JaJuan Johnson,F,221,0,,0,0.446,0.446,1.5,3.4,0.667,0.2,0.3,36,3.2,0.4,0.25,0.1,10.1,0.501,5,0.743,4.7,3.5,140,13.7,0,23,0.032,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3556,2015,2018,1993,3/20/1993,6.9,St. John's University,6.9.2020,JaKarr Sampson,G-F,214,1.2,0.251,0.3,0.475,0.44,1.9,4.4,0.658,0.9,1.4,167,5.1,0.2,0.077,0,12.4,0.469,5.8,0.607,3.7,2.2,66,13.9,3,22,0.025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1309,2014,2015,1991,7/21/1991,6.5,San Diego State University,6.5.2020,Jamaal Franklin,G,191,0.5,0.462,0.3,0.488,0.415,0.7,1.7,1,0.1,0.1,24,1.8,3.8,0.302,1.2,10,0.426,4.3,0.78,5.1,4,85,13.7,1,23,-0.002,83.25,103.5,0,0,0,41
1172,2015,2018,1990,7/1/1990,6.7,"California State University, Long Beach",6.7.2020,James Ennis,F,210,2,0.363,0.7,0.53,0.454,2.2,4.8,0.811,1.3,1.6,218,6.4,,,,,,,,,,,,3,25,0.088,83.5,104.5,141,11.55,3.4,50
2610,2015,2018,1993,1/4/1993,6.9,University of North Carolina,6.9.2020,James Michael McAdoo,F,230,0.2,0.294,0,0.538,0.528,1.2,2.3,0.534,0.6,1.1,111,3,0.1,0,0,9.7,0.447,4.3,0.569,4.9,2.8,108,11.4,3,22,0.177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
